,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
73,76,111.1484,0.0228,1.4704,131.3505,0.0024,1.1922,193.2895,2.3613,2.7037,310.79,12.3325,0.5073,350.79,11.9747,0.4146,528.9817,16.329,3.8687,557.6713,6.2638,0.8503,599.0478,31.0336,3.6592,1904.744,1013.3526,102.8115,-9.129329235,1.719782,1.17686,167.716263
74,77,114.6344,0.1028,1.6079,126.4555,0.0136,1.488,185.9675,2.2404,3.9998,301.8692,13.1531,0.631,331.8757,12.3761,1.3599,535.4798,15.3936,3.1621,572.247,12.205,1.423,597.4972,25.5651,1.4201,1863.5814,1059.5635,107.6134,-11.56689183,1.718363,1.182925,168.382553
75,78,103.4617,0.117,1.7317,109.7529,0.0678,1.6812,174.6108,1.5768,5.8535,303.5992,14.8809,0.6456,326.0809,10.486,0.3264,544.0871,3.2103,1.5587,563.731,7.293,2.3552,614.248,40.4512,4.1674,1902.5486,1114.7934,101.92,-13.20732847,1.689462,1.179026,169.320892
76,79,98.4478,0.1367,1.7829,102.9578,0.0994,1.6936,180.6974,1.2431,6.3295,309.3718,12.9249,0.5227,344.8008,12.706,0.7371,544.9399,2.9805,0.4686,555.2457,5.9518,1.5798,639.8685,33.6467,6.073,1918.1324,1149.7847,92.6403,-14.46498401,1.668889,1.178406,174.304993
77,80,112.0285,0.0884,1.9437,112.8562,0.0249,1.7685,188.4392,0.8333,5.7918,318.9346,11.5941,0.4672,363.5092,12.428,0.6932,558.0061,4.379,2.253,564.1233,5.6846,1.7514,603.4417,40.8667,5.3588,1882.7316,1169.3683,99.0505,-14.97151009,1.692932,1.181762,173.931885
78,81,117.0361,0.0124,1.6971,118.9907,0.0437,1.7886,185.1272,1.4043,5.279,325.1796,11.947,0.9962,360.9545,13.3141,0.4043,534.4784,23.4059,3.445,563.3033,4.3902,3.142,579.2078,27.6185,2.9099,1885.1884,1109.0277,115.0604,-12.60121656,1.725959,1.179469,169.542984
79,82,117.3782,0.0304,1.7842,121.1629,0.043,1.8615,184.1617,0.8966,5.6327,330.1599,9.9874,0.4713,374.4886,12.7913,0.9652,550.3324,18.6147,3.0715,568.6056,8.4404,0.769,595.3435,29.6306,1.7921,1869.7037,1142.2271,106.7749,-13.73832743,1.709967,1.182507,171.176468
80,83,100.0271,0.0576,1.8453,101.2016,0.0925,1.5616,188.4676,1.4235,3.8414,319.0083,12.0761,0.5059,363.345,12.3954,0.402,541.0551,8.3269,2.0859,548.5996,6.9593,2.917,633.9006,33.1377,5.2449,1956.8906,1153.5949,92.6473,-11.67714534,1.672424,1.17231,175.664474
81,84,93.4878,0.1,1.5258,101.2968,0.0944,1.6698,181.63,2.0505,2.5414,315.3366,12.5381,0.4592,328.3569,13.5075,1.4415,540.2189,8.8903,3.0523,555.9519,8.3297,1.7041,657.8872,27.7538,6.78,1953.2945,1153.6859,86.9574,-8.29881975,1.654219,1.173981,174.593979
82,85,99.8129,0.0682,1.5878,110.9484,0.0595,1.6144,183.0232,2.8361,2.0684,299.626,13.5043,0.9042,330.0326,12.272,0.4627,538.7288,10.8512,3.1389,556.0812,7.693,1.5658,621.8332,30.8768,5.0709,1951.6738,1098.3321,95.8976,-6.610441344,1.680784,1.172298,170.797821
